unit_type	unit_id	label	grade	winning_sources	winning_records	n_true	n_false	total_records	unique_sources_all	unique_uid_count	unique_roi_count
UID	P51124	NEGATIVE	1S-7R	1	7	0	7	7	1	1	5
UID	P51148	POSITIVE	1S-2R	1	2	2	51	53	5	1	2
UID	P51149	NEGATIVE	9S-33R	9	33	0	33	33	9	1	3
UID	P51151	POSITIVE	1S-1R	1	1	1	58	59	5	1	3
UID	P51153	NEGATIVE	3S-6R	3	6	0	6	6	3	1	2
UID	P51157	POSITIVE	3S-5R	3	5	5	66	71	7	1	3
UID	P51159	POSITIVE	1S-2R	1	2	2	9	11	3	1	3
UID	P51178	NEGATIVE	1S-4R	1	4	0	4	4	1	1	2
UID	P51398	POSITIVE	2S-3R	2	3	3	36	39	7	1	4
UID	P51451	POSITIVE	3S-9R	3	9	9	8	17	4	1	8
UID	P51452	NEGATIVE	7S-17R	7	17	0	17	17	7	1	3
UID	P51508	NEGATIVE	1S-5R	1	5	0	5	5	1	1	1
UID	P51511	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51512	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51530	POSITIVE	4S-6R	4	6	6	159	165	5	1	17
UID	P51531	POSITIVE	3S-3R	3	3	3	57	60	7	1	7
UID	P51532	POSITIVE	5S-38R	5	38	38	144	182	11	1	7
UID	P51553	POSITIVE	2S-4R	2	4	4	194	198	9	1	6
UID	P51570	POSITIVE	6S-18R	6	18	18	133	151	12	1	6
UID	P51571	NEGATIVE	1S-6R	1	6	0	6	6	1	1	1
UID	P51580	POSITIVE	4S-7R	4	7	7	50	57	9	1	5
UID	P51606	POSITIVE	1S-11R	1	11	11	67	78	3	1	3
UID	P51608	NEGATIVE	7S-33R	7	33	0	33	33	7	1	3
UID	P51610	POSITIVE	7S-50R	7	50	50	598	648	11	1	17
UID	P51617	POSITIVE	4S-36R	4	36	36	185	221	8	1	12
UID	P51636	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51648	POSITIVE	2S-15R	2	15	15	20	35	6	1	7
UID	P51648-2	POSITIVE	1S-4R	1	4	4	10	14	1	1	7
UID	P51649	POSITIVE	8S-19R	8	19	19	108	127	11	1	7
UID	P51649-2	NEGATIVE	1S-14R	1	14	0	14	14	1	1	6
UID	P51654	NEGATIVE	1S-157R	1	157	0	157	157	1	1	3
UID	P51659	POSITIVE	3S-6R	3	6	6	86	92	9	1	5
UID	P51659-2	NEGATIVE	1S-11R	1	11	0	11	11	1	1	6
UID	P51665	NEGATIVE	11S-29R	11	29	0	29	29	11	1	1
UID	P51668	POSITIVE	1S-1R	1	1	1	8	9	5	1	3
UID	P51674	NEGATIVE	1S-71R	1	71	0	71	71	1	1	2
UID	P51679	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51681	POSITIVE	1S-2R	1	2	2	2	4	1	1	2
UID	P51684	POSITIVE	1S-1R	1	1	1	1	2	1	1	1
UID	P51687	NEGATIVE	1S-4R	1	4	0	4	4	1	1	1
UID	P51688	NEGATIVE	1S-6R	1	6	0	6	6	1	1	2
UID	P51692	POSITIVE	2S-3R	2	3	3	138	141	9	1	4
UID	P51784	POSITIVE	3S-16R	3	16	16	29	45	6	1	10
UID	P51790	POSITIVE	1S-1R	1	1	1	134	135	8	1	5
UID	P51790-2	NEGATIVE	1S-11R	1	11	0	11	11	1	1	4
UID	P51793	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51795	POSITIVE	1S-6R	1	6	6	40	46	2	1	2
UID	P51797	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	P51797-5	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51798	POSITIVE	1S-3R	1	3	3	86	89	4	1	2
UID	P51805	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	P51808	POSITIVE	1S-2R	1	2	2	20	22	8	1	2
UID	P51809	NEGATIVE	3S-4R	3	4	0	4	4	3	1	1
UID	P51809-2	NEGATIVE	1S-3R	1	3	0	3	3	1	1	1
UID	P51811	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51812	POSITIVE	4S-7R	4	7	7	89	96	10	1	5
UID	P51814	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51817	NEGATIVE	3S-8R	3	8	0	8	8	3	1	2
UID	P51825	POSITIVE	1S-1R	1	1	1	15	16	4	1	5
UID	P51826	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	P51828	POSITIVE	1S-2R	1	2	2	11	13	3	1	7
UID	P51843	POSITIVE	1S-11R	1	11	11	3	14	1	1	6
UID	P51858	POSITIVE	2S-3R	2	3	3	103	106	12	1	2
UID	P51858-3	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51861	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51878	POSITIVE	1S-1R	1	1	1	1	2	2	1	1
UID	P51878-5	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P51946	POSITIVE	6S-8R	6	8	8	35	43	11	1	6
UID	P51948	POSITIVE	1S-1R	1	1	1	6	7	2	1	3
UID	P51956	POSITIVE	1S-5R	1	5	5	31	36	5	1	2
UID	P51957	POSITIVE	1S-1R	1	1	1	50	51	6	1	5
UID	P51959	NEGATIVE	1S-6R	1	6	0	6	6	1	1	2
UID	P51965	POSITIVE	2S-8R	2	8	8	19	27	5	1	1
UID	P51970	POSITIVE	4S-22R	4	22	22	232	254	7	1	7
UID	P51991	POSITIVE	6S-8R	6	8	8	86	94	11	1	4
UID	P52198	POSITIVE	1S-1R	1	1	1	2	3	1	1	1
UID	P52209	POSITIVE	3S-5R	3	5	5	113	118	10	1	6
UID	P52272	POSITIVE	4S-6R	4	6	6	275	281	12	1	4
UID	P52292	POSITIVE	3S-5R	3	5	5	138	143	9	1	5
UID	P52294	POSITIVE	3S-9R	3	9	9	49	58	8	1	10
UID	P52298	NEGATIVE	4S-17R	4	17	0	17	17	4	1	3
UID	P52306	POSITIVE	6S-13R	6	13	13	165	178	11	1	11
UID	P52306-5	POSITIVE	1S-2R	1	2	2	18	20	1	1	12
UID	P52333	POSITIVE	1S-6R	1	6	6	53	59	4	1	17
UID	P52429	POSITIVE	1S-2R	1	2	2	28	30	4	1	7
UID	P52434	POSITIVE	1S-2R	1	2	2	31	33	2	1	1
UID	P52435	POSITIVE	2S-2R	2	2	2	54	56	6	1	1
UID	P52564	POSITIVE	4S-18R	4	18	18	96	114	10	1	5
UID	P52565	POSITIVE	1S-1R	1	1	1	11	12	5	1	1
UID	P52566	NEGATIVE	5S-10R	5	10	0	10	10	5	1	1
UID	P52594	NEGATIVE	8S-24R	8	24	0	24	24	8	1	3
UID	P52597	POSITIVE	6S-17R	6	17	17	170	187	12	1	5
UID	P52630	POSITIVE	3S-3R	3	3	3	153	156	9	1	7
UID	P52657	POSITIVE	1S-1R	1	1	1	23	24	8	1	2
UID	P52701	POSITIVE	7S-28R	7	28	28	590	618	10	1	24
UID	P52732	POSITIVE	4S-20R	4	20	20	252	272	10	1	15
UID	P52735	POSITIVE	1S-1R	1	1	1	45	46	6	1	11
UID	P52737	POSITIVE	2S-4R	2	4	4	31	35	5	1	6
UID	P52738	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P52739	NEGATIVE	3S-39R	3	39	0	39	39	3	1	6
UID	P52741	NEGATIVE	1S-3R	1	3	0	3	3	1	1	2
UID	P52746	POSITIVE	1S-3R	1	3	3	19	22	2	1	10
UID	P52747	NEGATIVE	3S-40R	3	40	0	40	40	3	1	2
UID	P52756	POSITIVE	4S-8R	4	8	8	108	116	8	1	6
UID	P52757	NEGATIVE	1S-4R	1	4	0	4	4	1	1	1
UID	P52758	POSITIVE	2S-2R	2	2	2	14	16	5	1	1
UID	P52788	POSITIVE	1S-3R	1	3	3	39	42	10	1	7
UID	P52789	POSITIVE	5S-12R	5	12	12	394	406	11	1	18
UID	P52799	POSITIVE	3S-4R	3	4	4	17	21	6	1	3
UID	P52815	POSITIVE	2S-2R	2	2	2	38	40	2	1	1
UID	P52824	NEGATIVE	2S-15R	2	15	0	15	15	2	1	4
UID	P52848	POSITIVE	1S-1R	1	1	1	1	2	2	1	2
UID	P52888	POSITIVE	6S-19R	6	19	19	312	331	12	1	13
UID	P52895	NEGATIVE	2S-2R	2	2	0	2	2	2	1	2
UID	P52907	POSITIVE	1S-1R	1	1	1	29	30	8	1	3
UID	P52943	POSITIVE	1S-1R	1	1	1	2	3	2	1	3
UID	P52943-2	NEGATIVE	1S-3R	1	3	0	3	3	1	1	3
UID	P52948	POSITIVE	8S-42R	8	42	42	430	472	11	1	16
UID	P52952	POSITIVE	1S-10R	1	10	10	16	26	2	1	3
UID	P53004	POSITIVE	4S-5R	4	5	5	46	51	9	1	4
UID	P53007	POSITIVE	4S-6R	4	6	6	169	175	9	1	4
UID	P53041	POSITIVE	2S-5R	2	5	5	204	209	12	1	8
UID	P53350	POSITIVE	6S-27R	6	27	27	173	200	11	1	10
UID	P53355-3	NEGATIVE	2S-11R	2	11	0	11	11	2	1	8
UID	P53370	POSITIVE	3S-4R	3	4	4	47	51	5	1	1
UID	P53384	POSITIVE	9S-38R	9	38	38	362	400	13	1	9
UID	P53396	POSITIVE	8S-16R	8	16	16	352	368	13	1	9
UID	P53582	POSITIVE	3S-12R	3	12	12	366	378	10	1	15
UID	P53597	POSITIVE	4S-13R	4	13	13	223	236	13	1	4
UID	P53602	POSITIVE	7S-25R	7	25	25	147	172	12	1	5
UID	P53609	POSITIVE	1S-3R	1	3	3	27	30	6	1	3
UID	P53611	POSITIVE	4S-5R	4	5	5	26	31	9	1	5
UID	P53618	POSITIVE	7S-17R	7	17	17	403	420	12	1	17
UID	P53621	POSITIVE	5S-10R	5	10	10	313	323	12	1	21
UID	P53621-2	POSITIVE	1S-4R	1	4	4	47	51	1	1	20
UID	P53634	POSITIVE	6S-16R	6	16	16	88	104	11	1	8
UID	P53667	POSITIVE	4S-17R	4	17	17	40	57	8	1	10
UID	P53671	POSITIVE	1S-1R	1	1	1	10	11	3	1	3
UID	P53671-3	NEGATIVE	1S-13R	1	13	0	13	13	1	1	9
UID	P53675	POSITIVE	2S-5R	2	5	5	13	18	3	1	7
UID	P53677	NEGATIVE	2S-8R	2	8	0	8	8	2	1	2
UID	P53701	POSITIVE	6S-19R	6	19	19	299	318	11	1	6
UID	P53778	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	P53779	POSITIVE	3S-4R	3	4	4	54	58	5	1	2
UID	P53794	POSITIVE	3S-5R	3	5	5	123	128	6	1	9
UID	P53801	NEGATIVE	1S-5R	1	5	0	5	5	1	1	2
UID	P53804	POSITIVE	3S-4R	3	4	4	40	44	4	1	13
UID	P53805	NEGATIVE	5S-39R	5	39	0	39	39	5	1	1
UID	P53814	POSITIVE	1S-1R	1	1	1	11	12	3	1	2
UID	P53814-5	NEGATIVE	1S-6R	1	6	0	6	6	1	1	3
UID	P53816	POSITIVE	1S-2R	1	2	2	41	43	4	1	2
UID	P53985	NEGATIVE	1S-6R	1	6	0	6	6	1	1	2
UID	P53990	NEGATIVE	10S-75R	10	75	0	75	75	10	1	1
UID	P53990-5	NEGATIVE	2S-6R	2	6	0	6	6	2	1	1
UID	P53992	POSITIVE	7S-14R	7	14	14	156	170	11	1	18
UID	P54098	POSITIVE	1S-4R	1	4	4	119	123	5	1	5
UID	P54105	POSITIVE	1S-1R	1	1	1	52	53	11	1	1
UID	P54132	POSITIVE	4S-20R	4	20	20	260	280	9	1	21
UID	P54136	POSITIVE	7S-25R	7	25	25	440	465	13	1	11
UID	P54198	POSITIVE	6S-46R	6	46	46	144	190	8	1	19
UID	P54252	POSITIVE	2S-2R	2	2	2	36	38	5	1	4
UID	P54253	NEGATIVE	3S-13R	3	13	0	13	13	3	1	3
UID	P54259	NEGATIVE	3S-6R	3	6	0	6	6	3	1	2
UID	P54274	POSITIVE	2S-5R	2	5	5	10	15	4	1	2
UID	P54277	POSITIVE	1S-2R	1	2	2	21	23	4	1	4
UID	P54278	POSITIVE	1S-2R	1	2	2	45	47	9	1	7
UID	P54289	NEGATIVE	2S-2R	2	2	0	2	2	2	1	2
UID	P54368	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P54577	POSITIVE	4S-4R	4	4	4	215	219	11	1	6
UID	P54578	POSITIVE	2S-2R	2	2	2	76	78	11	1	6
UID	P54619	NEGATIVE	2S-4R	2	4	0	4	4	2	1	3
UID	P54619-3	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	P54646	POSITIVE	1S-2R	1	2	2	182	184	3	1	3
UID	P54652	POSITIVE	1S-2R	1	2	2	3	5	3	1	2
UID	P54687	POSITIVE	1S-1R	1	1	1	26	27	6	1	7
UID	P54707-2	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P54709	POSITIVE	1S-1R	1	1	1	66	67	2	1	1
UID	P54725	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P54727	POSITIVE	1S-1R	1	1	1	3	4	2	1	1
UID	P54753	NEGATIVE	2S-3R	2	3	0	3	3	2	1	2
UID	P54756	POSITIVE	1S-5R	1	5	5	2	7	1	1	1
UID	P54760	POSITIVE	1S-2R	1	2	2	45	47	1	1	3
UID	P54762	NEGATIVE	1S-2R	1	2	0	2	2	1	1	2
UID	P54764	POSITIVE	3S-4R	3	4	4	40	44	4	1	5
UID	P54793	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P54802	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	P54803	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	P54819	POSITIVE	3S-8R	3	8	8	105	113	12	1	4
UID	P54826	NEGATIVE	2S-7R	2	7	0	7	7	2	1	2
UID	P54886	POSITIVE	7S-19R	7	19	19	188	207	13	1	9
UID	P54920	POSITIVE	2S-3R	2	3	3	63	66	9	1	8
UID	P55010	POSITIVE	3S-21R	3	21	21	134	155	13	1	7
UID	P55011	POSITIVE	1S-1R	1	1	1	46	47	4	1	2
UID	P55036	POSITIVE	4S-10R	4	10	10	77	87	11	1	4
UID	P55039	POSITIVE	3S-4R	3	4	4	110	114	9	1	5
UID	P55055	NEGATIVE	2S-6R	2	6	0	6	6	2	1	1
UID	P55060	POSITIVE	11S-21R	11	21	21	637	658	13	1	11
UID	P55072	POSITIVE	4S-11R	4	11	11	249	260	13	1	11
UID	P55082	POSITIVE	2S-2R	2	2	2	8	10	5	1	2
UID	P55084	POSITIVE	4S-6R	4	6	6	73	79	11	1	3
UID	P55145	POSITIVE	1S-1R	1	1	1	53	54	3	1	6
UID	P55160	NEGATIVE	5S-38R	5	38	0	38	38	5	1	8
UID	P55196	POSITIVE	4S-13R	4	13	13	226	239	9	1	10
UID	P55196-5	POSITIVE	1S-3R	1	3	3	10	13	1	1	6
UID	P55197	POSITIVE	1S-1R	1	1	1	17	18	3	1	8
UID	P55198	POSITIVE	1S-1R	1	1	1	12	13	3	1	5
UID	P55199	POSITIVE	4S-12R	4	12	12	156	168	11	1	11
UID	P55201	POSITIVE	1S-6R	1	6	6	92	98	3	1	9
UID	P55201-2	NEGATIVE	1S-15R	1	15	0	15	15	1	1	7
UID	P55209	POSITIVE	1S-1R	1	1	1	71	72	10	1	5
UID	P55210-3	POSITIVE	4S-5R	4	5	5	138	143	12	1	6
UID	P55211	POSITIVE	2S-4R	2	4	4	92	96	9	1	5
UID	P55212	POSITIVE	4S-5R	4	5	5	86	91	11	1	5
UID	P55263	POSITIVE	5S-9R	5	9	9	124	133	11	1	6
UID	P55265	POSITIVE	8S-29R	8	29	29	439	468	11	1	15
UID	P55265-4	NEGATIVE	2S-36R	2	36	0	36	36	2	1	13
UID	P55268	POSITIVE	2S-5R	2	5	5	27	32	4	1	9
UID	P55316	NEGATIVE	1S-6R	1	6	0	6	6	1	1	1
UID	P55317	POSITIVE	1S-5R	1	5	5	4	9	2	1	3
UID	P55345	POSITIVE	1S-1R	1	1	1	9	10	3	1	4
UID	P55347	POSITIVE	2S-2R	2	2	2	59	61	6	1	2
UID	P55735	POSITIVE	5S-17R	5	17	17	176	193	13	1	6
UID	P55769	NEGATIVE	12S-129R	12	129	0	129	129	12	1	4
UID	P55771	NEGATIVE	1S-66R	1	66	0	66	66	1	1	2
UID	P55786	POSITIVE	7S-11R	7	11	11	224	235	13	1	8
UID	P55789	POSITIVE	1S-1R	1	1	1	51	52	4	1	5
UID	P55795	POSITIVE	2S-3R	2	3	3	129	132	12	1	5
UID	P55809	POSITIVE	3S-13R	3	13	13	98	111	10	1	4
UID	P55851	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	P55884	POSITIVE	4S-5R	4	5	5	233	238	11	1	6
UID	P55884-2	NEGATIVE	1S-14R	1	14	0	14	14	1	1	6
UID	P55899	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P55957-2	POSITIVE	3S-9R	3	9	9	20	29	6	1	3
UID	P56134	POSITIVE	1S-1R	1	1	1	15	16	6	1	1
UID	P56159	POSITIVE	1S-1R	1	1	1	6	7	2	1	5
UID	P56180	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P56182	POSITIVE	5S-8R	5	8	8	167	175	10	1	4
UID	P56192	POSITIVE	3S-8R	3	8	8	323	331	12	1	14
UID	P56199	NEGATIVE	2S-10R	2	10	0	10	10	2	1	5
UID	P56202	POSITIVE	1S-1R	1	1	1	24	25	2	1	7
UID	P56270	POSITIVE	1S-3R	1	3	3	108	111	3	1	9
UID	P56270-2	NEGATIVE	2S-10R	2	10	0	10	10	2	1	5
UID	P56277	POSITIVE	2S-3R	2	3	3	3	6	3	1	1
UID	P56282	POSITIVE	3S-6R	3	6	6	6	12	3	1	6
UID	P56377	POSITIVE	1S-1R	1	1	1	1	2	2	1	1
UID	P56381	POSITIVE	2S-6R	2	6	6	59	65	8	1	1
UID	P56524	NEGATIVE	2S-4R	2	4	0	4	4	2	1	2
UID	P56537	POSITIVE	3S-5R	3	5	5	172	177	10	1	6
UID	P56537-2	NEGATIVE	1S-11R	1	11	0	11	11	1	1	4
UID	P56545	POSITIVE	2S-5R	2	5	5	130	135	7	1	8
UID	P56545-2	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	P56557	POSITIVE	2S-7R	2	7	7	26	33	3	1	3
UID	P56589	POSITIVE	2S-13R	2	13	13	40	53	10	1	5
UID	P56706	POSITIVE	1S-3R	1	3	3	6	9	1	1	1
UID	P56730	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P56937	POSITIVE	2S-3R	2	3	3	6	9	4	1	4
UID	P56945	POSITIVE	3S-3R	3	3	3	2	5	3	1	3
UID	P56962	POSITIVE	1S-3R	1	3	3	36	39	3	1	2
UID	P57052	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P57057	NEGATIVE	3S-5R	3	5	0	5	5	3	1	2
UID	P57058	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P57060	POSITIVE	1S-2R	1	2	2	5	7	1	1	4
UID	P57073	NEGATIVE	1S-22R	1	22	0	22	22	1	1	1
UID	P57075	POSITIVE	1S-3R	1	3	3	32	35	3	1	8
UID	P57076	NEGATIVE	2S-3R	2	3	0	3	3	2	1	2
UID	P57078	NEGATIVE	2S-12R	2	12	0	12	12	2	1	4
UID	P57081	POSITIVE	2S-3R	2	3	3	46	49	9	1	6
UID	P57082	POSITIVE	1S-2R	1	2	2	1	3	1	1	1
UID	P57086	NEGATIVE	1S-3R	1	3	0	3	3	1	1	1
UID	P57088	POSITIVE	1S-1R	1	1	1	82	83	4	1	2
UID	P57678	POSITIVE	6S-21R	6	21	21	294	315	11	1	20
UID	P57721	POSITIVE	1S-1R	1	1	1	29	30	7	1	3
UID	P57723	POSITIVE	1S-1R	1	1	1	45	46	2	1	3
UID	P57737	POSITIVE	5S-7R	5	7	7	228	235	9	1	15
UID	P57737-3	POSITIVE	1S-1R	1	1	1	14	15	1	1	7
UID	P57740	POSITIVE	5S-9R	5	9	9	199	208	9	1	7
UID	P57764	POSITIVE	6S-19R	6	19	19	44	63	8	1	8
UID	P57772	POSITIVE	6S-17R	6	17	17	293	310	11	1	10
UID	P57775	POSITIVE	2S-2R	2	2	2	51	53	3	1	4
UID	P58004	POSITIVE	1S-2R	1	2	2	52	54	2	1	3
UID	P58005	NEGATIVE	2S-5R	2	5	0	5	5	2	1	2
UID	P58012	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P58340	POSITIVE	1S-2R	1	2	2	0	2	1	1	1
UID	P58397	NEGATIVE	2S-3R	2	3	0	3	3	2	1	1
UID	P58546	POSITIVE	1S-1R	1	1	1	12	13	5	1	3
UID	P58550	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P58557	POSITIVE	1S-1R	1	1	1	12	13	4	1	1
UID	P58658	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P58753-3	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P59020	POSITIVE	1S-1R	1	1	1	14	15	1	1	1
UID	P59045	NEGATIVE	1S-3R	1	3	0	3	3	1	1	1
UID	P59047	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P59510	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P59768	NEGATIVE	1S-2R	1	2	0	2	2	1	1	1
UID	P59817	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P59923	NEGATIVE	4S-14R	4	14	0	14	14	4	1	5
UID	P60002	NEGATIVE	4S-11R	4	11	0	11	11	4	1	2
UID	P60006	POSITIVE	3S-3R	3	3	3	4	7	3	1	1
UID	P60033	POSITIVE	1S-1R	1	1	1	6	7	4	1	2
UID	P60059	POSITIVE	2S-2R	2	2	2	71	73	4	1	1
UID	P60174	POSITIVE	2S-4R	2	4	4	177	181	3	1	5
UID	P60228	POSITIVE	1S-1R	1	1	1	45	46	8	1	7
UID	P60413	POSITIVE	1S-1R	1	1	1	0	1	1	1	1
UID	P60468	POSITIVE	3S-3R	3	3	3	85	88	11	1	1
UID	P60484	NEGATIVE	4S-42R	4	42	0	42	42	4	1	3
UID	P60510	POSITIVE	1S-4R	1	4	4	78	82	5	1	7
UID	P60520	NEGATIVE	2S-6R	2	6	0	6	6	2	1	1
UID	P60602	NEGATIVE	2S-62R	2	62	0	62	62	2	1	1
UID	P60604	POSITIVE	1S-1R	1	1	1	52	53	8	1	2
UID	P60660	POSITIVE	2S-3R	2	3	3	69	72	7	1	3
UID	P60660-2	NEGATIVE	1S-4R	1	4	0	4	4	1	1	2
UID	P60709	POSITIVE	3S-5R	3	5	5	91	96	10	1	5
UID	P60763	POSITIVE	2S-2R	2	2	2	76	78	5	1	4
UID	P60842	POSITIVE	4S-4R	4	4	4	123	127	10	1	3
UID	P60866	NEGATIVE	10S-177R	10	177	0	177	177	10	1	2
UID	P60866-2	POSITIVE	1S-1R	1	1	1	7	8	2	1	2
UID	P60891	POSITIVE	3S-7R	3	7	7	193	200	11	1	7
UID	P60900	NEGATIVE	10S-76R	10	76	0	76	76	10	1	7
UID	P60903	POSITIVE	1S-1R	1	1	1	14	15	7	1	2
UID	P60953	POSITIVE	2S-3R	2	3	3	57	60	12	1	5
UID	P60981	POSITIVE	5S-9R	5	9	9	280	289	12	1	8
UID	P60983	NEGATIVE	3S-8R	3	8	0	8	8	3	1	1
UID	P61006	NEGATIVE	7S-10R	7	10	0	10	10	7	1	2
UID	P61011	POSITIVE	1S-1R	1	1	1	89	90	8	1	5
UID	P61018	NEGATIVE	2S-6R	2	6	0	6	6	2	1	2
UID	P61019	NEGATIVE	3S-4R	3	4	0	4	4	3	1	2
UID	P61020	NEGATIVE	2S-21R	2	21	0	21	21	2	1	1
UID	P61026	POSITIVE	1S-1R	1	1	1	72	73	6	1	2
UID	P61077	NEGATIVE	6S-29R	6	29	0	29	29	6	1	3
UID	P61077-3	NEGATIVE	1S-7R	1	7	0	7	7	1	1	3
UID	P61081	POSITIVE	4S-4R	4	4	4	76	80	11	1	4
UID	P61086	POSITIVE	2S-4R	2	4	4	19	23	8	1	2
UID	P61106	POSITIVE	3S-5R	3	5	5	143	148	11	1	2
UID	P61158	POSITIVE	7S-9R	7	9	9	259	268	12	1	8
UID	P61160	POSITIVE	3S-3R	3	3	3	133	136	10	1	3
UID	P61160-2	NEGATIVE	1S-9R	1	9	0	9	9	1	1	3
UID	P61163	POSITIVE	1S-1R	1	1	1	40	41	11	1	2
UID	P61201	POSITIVE	2S-2R	2	2	2	4	6	3	1	2
UID	P61204	NEGATIVE	3S-5R	3	5	0	5	5	3	1	1
UID	P61218	NEGATIVE	4S-9R	4	9	0	9	9	4	1	1
UID	P61221	POSITIVE	4S-7R	4	7	7	208	215	12	1	10
UID	P61224	NEGATIVE	7S-25R	7	25	0	25	25	7	1	3
UID	P61225	POSITIVE	1S-1R	1	1	1	9	10	4	1	1
UID	P61247	POSITIVE	7S-11R	7	11	11	340	351	13	1	4
UID	P61289	POSITIVE	3S-5R	3	5	5	68	73	11	1	1
UID	P61289-2	NEGATIVE	1S-3R	1	3	0	3	3	1	1	1
UID	P61313	NEGATIVE	4S-77R	4	77	0	77	77	4	1	2
UID	P61326	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	P61371	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P61421	NEGATIVE	3S-16R	3	16	0	16	16	3	1	5
UID	P61513	POSITIVE	1S-3R	1	3	3	108	111	9	1	4
UID	P61586	POSITIVE	1S-2R	1	2	2	80	82	11	1	5
UID	P61587	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P61599	NEGATIVE	5S-8R	5	8	0	8	8	5	1	1
UID	P61601	POSITIVE	2S-2R	2	2	2	6	8	4	1	1
UID	P61619	POSITIVE	1S-1R	1	1	1	82	83	8	1	1
UID	P61758	POSITIVE	1S-1R	1	1	1	89	90	7	1	2
UID	P61764	NEGATIVE	4S-9R	4	9	0	9	9	4	1	2
UID	P61764-2	NEGATIVE	1S-9R	1	9	0	9	9	1	1	4
UID	P61769	NEGATIVE	2S-2R	2	2	0	2	2	2	1	1
UID	P61812	POSITIVE	1S-1R	1	1	1	3	4	2	1	3
UID	P61916	POSITIVE	1S-4R	1	4	4	77	81	4	1	3
UID	P61927	POSITIVE	1S-1R	1	1	1	171	172	10	1	2
UID	P61962	POSITIVE	1S-3R	1	3	3	162	165	10	1	8
UID	P61964	POSITIVE	1S-1R	1	1	1	71	72	8	1	2
UID	P61966	POSITIVE	2S-2R	2	2	2	6	8	4	1	2
UID	P61968	POSITIVE	1S-1R	1	1	1	10	11	3	1	6
UID	P61970	POSITIVE	2S-2R	2	2	2	33	35	8	1	3
UID	P61978	POSITIVE	2S-11R	2	11	11	286	297	11	1	5
UID	P61978-2	NEGATIVE	1S-11R	1	11	0	11	11	1	1	4
UID	P61981	POSITIVE	1S-1R	1	1	1	43	44	11	1	3
UID	P62068	NEGATIVE	3S-7R	3	7	0	7	7	3	1	3
UID	P62070	POSITIVE	2S-13R	2	13	13	14	27	5	1	2
UID	P62072	POSITIVE	3S-10R	3	10	10	71	81	4	1	3
UID	P62136	NEGATIVE	6S-41R	6	41	0	41	41	6	1	9
UID	P62136-2	POSITIVE	1S-1R	1	1	1	26	27	1	1	10
UID	P62140	POSITIVE	2S-8R	2	8	8	186	194	8	1	9
UID	P62166	NEGATIVE	1S-1R	1	1	0	1	1	1	1	1
UID	P62191	POSITIVE	3S-4R	3	4	4	164	168	11	1	3
UID	P62195	POSITIVE	4S-16R	4	16	16	166	182	12	1	3
UID	P62241	POSITIVE	4S-7R	4	7	7	430	437	12	1	5
